Fz,FC3,FC1,FCz,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPz,CP2,CP4,P1,Pz,P2,POz,true_label
-22.966506801462646,-23.1181476760321,-22.973217586668426,-22.93887372686442,-22.969911301951633,-23.101045286885505,-23.651749287261456,-23.325732254012593,-23.085538362310114,-22.986452280659282,-23.09922537015974,-23.306163020923183,-23.78817853281627,-23.395107222214808,-23.208538230490387,-23.155370995683228,-23.281723544948647,-23.390852506205935,-23.25530370552564,-23.294227206986296,-23.405196769903405,-23.38429787118831,left-hand
-23.236912586957228,-23.361690451271386,-23.085044366184732,-22.94400136632872,-23.00901443570769,-23.207321218001923,-24.018559237221158,-23.466624689791676,-22.995875542137224,-22.788834028392735,-22.92687859223677,-23.236205935051945,-23.602062805485396,-23.469756595245048,-23.060684886174577,-22.91707362594038,-23.025977585910205,-23.236154739262464,-23.164373592132108,-23.03987976848428,-23.085456771859107,-23.15562645828771,left-hand
-22.929791356291496,-23.161431059372447,-22.929709231846406,-22.87686427400193,-22.889844301715563,-23.00928285640801,-23.75298950890985,-23.245366735876797,-23.02797243380514,-22.87014111876957,-22.996771561171997,-23.204461690747866,-23.55567101118463,-23.257982001518247,-23.11697602985768,-23.0616960829797,-23.20673057939493,-23.307927278813818,-23.314876805485383,-23.198212600299094,-23.246245244538684,-23.29250237302455,right-hand
-23.24712678640431,-23.602342826402243,-23.30084289285334,-23.066160316843877,-23.01538674788649,-22.95291496073329,-23.98153040742562,-23.63988873713608,-23.376790335053766,-23.106067436018368,-23.119711031702987,-23.164622161830597,-23.391498805334642,-23.493045550384434,-23.412675857794376,-23.309524045631367,-23.286695791881236,-23.288037454848723,-23.31731670185641,-23.278405167386932,-23.336513601953644,-23.15347579363056,left-hand
-23.07868464050672,-23.256425395959138,-23.0747583695487,-22.91021099719496,-22.905781014659972,-22.96431514534882,-23.556876322154373,-23.43891866019958,-23.18119976073568,-23.006651094257634,-23.030314631876582,-23.1299771993539,-23.371695948926565,-23.40598113440625,-23.374789967115944,-23.152537061021665,-23.242134325598254,-23.24038740541897,-23.34658699822162,-23.2583992387139,-23.21966963898585,-23.118910626557263,right-hand
-22.840501198898593,-22.95467408946007,-22.833911791497275,-22.78516800487407,-22.790330975142428,-22.801244368537056,-23.272962870641436,-23.09474309167903,-22.932836189093468,-22.767621678274462,-22.89637504822602,-22.9912277040978,-23.047769172097183,-23.16507213261639,-23.12073037061702,-22.994020317337398,-23.0275218273707,-23.112693330118606,-23.347913742220275,-23.294878110466893,-23.280817261273032,-23.331451655665592,left-hand
-22.399515614733666,-22.712307583774805,-22.457142638754554,-22.361893282251636,-22.54231396699186,-22.739115039955884,-23.161365969425983,-23.042944320835616,-22.79178647075024,-22.710675855433724,-22.760650868114215,-22.919335152289385,-23.093501282435806,-23.193987604593087,-23.070733039600047,-23.045061899186162,-23.068672930437504,-23.085546258513507,-23.321883941821625,-23.268113317101886,-23.342265604130798,-23.385215306516567,left-hand
-22.91878087974204,-23.124810989081574,-23.059058447611122,-22.8597323677452,-22.873733287405777,-22.984851949130075,-23.668638068916916,-23.30176764251961,-22.914602923888737,-22.783764624567656,-22.836446463705084,-23.009412027893184,-23.269993390465014,-23.398184135389677,-23.009592164138596,-22.88196172119722,-22.97563218346746,-23.092325324323117,-23.310392593589807,-23.077515724375154,-23.145633840180896,-23.289305456801983,right-hand
-22.96601235485696,-22.96082746380854,-22.947399365252632,-22.64743321515292,-22.958775101716476,-23.055336114095674,-23.352011996465134,-23.182284560269803,-23.134894315644686,-23.12949207224611,-23.187865436868822,-23.324170331666654,-23.462653621128368,-23.242879895546967,-23.25974814873631,-23.21675120161512,-23.385230606515393,-23.401372719742074,-23.338268146582664,-23.350299017973022,-23.433178246422997,-23.454601212399204,left-hand
-22.878056072831626,-22.984696440653885,-22.87306496242988,-22.742313927254663,-22.95446273109638,-23.131160584261536,-23.597376220586465,-23.375968836637597,-23.18173515889499,-23.096523849013206,-23.187470444266573,-23.35249734989112,-23.50215994942194,-23.568971928586674,-23.48231022459834,-23.46335203663955,-23.507881550421935,-23.5521207499669,-23.61230334131186,-23.653038909020037,-23.7346751654471,-23.609638377347316,left-hand
-22.855569140671903,-23.128807686823283,-22.85242383684692,-22.87448861777293,-22.814266852577106,-22.839959236569847,-23.543658721273196,-23.23232438154821,-22.975451804467024,-22.870195476611663,-22.90087910113401,-22.893377256404264,-22.93005787404713,-23.260992825367026,-23.066010995585167,-23.083461397809828,-22.87677184070266,-23.018426831876443,-23.236114137568897,-23.115004923292556,-23.062668823864392,-23.203899402812798,left-hand
-23.08209660046984,-23.291873793523774,-23.142412971068314,-22.91343778223632,-23.01359881427109,-23.083796142824504,-23.64060782699221,-23.388069525332586,-23.28507830631178,-23.097932579234204,-23.12785421982528,-23.200658596294335,-23.39607247079017,-23.34743415944414,-23.350843726364957,-23.204728754309212,-23.23504954946338,-23.209495191872804,-23.362156764239092,-23.274283899491145,-23.24568071439163,-23.241331342790716,right-hand
-22.82128805383546,-23.05913761652099,-22.836447647385025,-22.681206760881153,-22.6554579207495,-22.78032366520212,-23.43677496072669,-23.166890624824845,-22.890795023727073,-22.641174737047315,-22.69252025769575,-22.886055816834883,-23.13253941775631,-23.18264604992564,-22.931644413341793,-22.81386142590397,-22.902599879625257,-23.02343361931126,-23.081452152022774,-23.01598979521953,-23.126545634559488,-23.176198271067044,right-hand
-23.010590256374687,-23.106676043973636,-22.982563684413755,-22.94396929335911,-23.031321263529207,-23.098034977469638,-23.570523155520082,-23.262496508247995,-23.093406693692437,-23.028212534388555,-23.13131741502578,-23.233037797952154,-23.230515503922813,-23.326833521740745,-23.197964489283663,-23.213288164887828,-23.31865844518063,-23.39331171488288,-23.28529213877622,-23.354164174293192,-23.471647964073426,-23.32556789553957,right-hand
-22.896408395454035,-23.47620004286939,-23.088207283770465,-22.95833295386579,-23.12014762927274,-23.41470092472484,-23.92824986785959,-23.537038061608474,-23.229180419281814,-22.97506050569191,-23.231295322433564,-23.341924502187666,-23.338410749840566,-23.614182291197373,-23.407193047530743,-23.36474505372079,-23.345385137675862,-23.35082089226964,-23.68307119503013,-23.538839121644166,-23.413572070904713,-23.444359113906827,right-hand
-23.47521932823301,-23.62319248959342,-23.423191591556073,-23.31480537727316,-23.428101225139706,-23.656247239438216,-23.743642215623176,-23.579322583044792,-23.45246559847268,-23.451407891737034,-23.485838511945442,-23.724942255651076,-23.757405220392425,-23.56314197225511,-23.497949647860388,-23.506290292251784,-23.580852417347206,-23.633079812316957,-23.491028880218373,-23.489485571570928,-23.4733325373336,-23.324328033725635,left-hand
-23.09017371507337,-22.9384904498853,-22.79492841769506,-22.83151127712811,-23.075052345807052,-23.27906304861441,-23.297533771143502,-22.995121164463,-22.863104584515924,-22.8175299799626,-23.11605631586899,-23.39986074193268,-23.704947804856484,-23.21732168861068,-23.064110587721448,-23.037852652208645,-23.30154950441043,-23.51009007917464,-23.31663547141233,-23.226746166736973,-23.37245122507575,-23.137025701844077,right-hand
-23.21796345681206,-23.126393873943584,-23.000139567950423,-22.881480191866643,-23.028329833778173,-23.10583165865145,-23.284544419202568,-22.986140423255343,-22.826232361089318,-22.781745082854936,-22.957200168154507,-23.038457526023045,-23.25184454139913,-22.91475387847196,-22.872259014111606,-22.856256054215923,-22.94162486716709,-22.944284795493036,-22.975178985243154,-22.936203022726808,-22.956734419043137,-22.94961678211383,right-hand
-22.502549664395346,-22.466865365055124,-22.35588565330901,-22.337021615472125,-22.438488846194776,-22.45942013618619,-22.84448055920116,-22.591466475905875,-22.51353477556904,-22.374806732708976,-22.446237236236534,-22.521742936967446,-22.73226630701991,-22.65655053528146,-22.583803269812684,-22.56474635487562,-22.54505042062149,-22.616885105300607,-22.69422958774635,-22.59434737208341,-22.663692998214614,-22.74802921345637,right-hand
-22.54885987927093,-22.64804030034759,-22.5469148481079,-22.439375791114973,-22.58174693365319,-22.697680117038754,-23.268747194482852,-22.80666945619127,-22.706560257784062,-22.52581515749346,-22.72534022534857,-22.834472300610738,-23.15940488402903,-22.69861181521013,-22.729521527749885,-22.688680302694397,-22.776476226728608,-22.876253879359282,-22.65312627521425,-22.68282490445377,-22.750399862559888,-22.5480187935345,left-hand
-22.86040371967997,-22.863023057691894,-22.751440150404832,-22.614333275537366,-22.67755195485415,-22.716586729485222,-23.13453341264318,-22.876591024793587,-22.650604889532236,-22.463798450761512,-22.585618619651246,-22.73714873189849,-22.915141481281502,-22.924954585609832,-22.6732787531113,-22.622332065733154,-22.655108659831097,-22.811733742242566,-22.789221980275464,-22.654323876880806,-22.772617918750015,-22.743714444020185,left-hand
-23.38896944947679,-23.49529593838838,-23.31804744454398,-23.242991986366714,-23.223087741238025,-23.292647189007955,-23.63335324891603,-23.481322299144722,-23.352985716739568,-23.157741387966347,-23.157818865574054,-23.285513311893425,-23.51886758331942,-23.579063526513295,-23.322346035674144,-23.174425854284657,-23.12869373857448,-23.204579249223794,-23.344730304954343,-23.159308211192993,-23.303592768577527,-23.180046036083123,left-hand
-23.003602055808344,-23.35893598428346,-23.15061059112262,-22.895996911494006,-22.984719596063524,-23.0306343478083,-23.622816652044385,-23.44356116234569,-23.246768343271373,-23.011189007564674,-23.087096842998285,-23.172689266481743,-23.332168967363994,-23.414389336123367,-23.327194650197622,-23.184594945454986,-23.306639878414895,-23.38063557178273,-23.40207350755288,-23.445738921770637,-23.614210631158393,-23.590057259210983,left-hand
-23.415498555492817,-23.51071959483996,-23.387630410824713,-23.17076352434315,-23.102929295158493,-23.096410040953447,-23.677613652122293,-23.578433579439512,-23.40038043019798,-23.0103129398893,-22.95121246732008,-22.979004607193797,-23.10383793741617,-23.66680304692561,-23.37203522681519,-23.149533909213503,-22.989313583607267,-23.053844461009284,-23.443491509432214,-23.17848640022005,-23.118818731963856,-23.290287796315326,left-hand
-23.242150308955672,-23.10327680458933,-23.11716826588399,-22.973362271031686,-23.080309101636853,-23.187218035679845,-23.53313120379324,-23.15512091617531,-22.999441317640628,-22.902080503784987,-23.119026919861668,-23.280787726381124,-23.616088525302647,-23.26710031245844,-23.14937117422944,-23.05524428146848,-23.191560215432926,-23.44198104692609,-23.284383481161946,-23.20462326594331,-23.369557254518465,-23.16779655115631,right-hand
-22.92016572182271,-22.80345213220472,-22.72193347894122,-22.715633105614533,-22.77986099635246,-22.914831028561352,-23.184679785704144,-22.89972924286381,-22.76524759739856,-22.61673325224162,-22.76360683565698,-22.959528424705685,-23.15883413736185,-23.049863398781852,-22.915830762743358,-22.78229922061341,-22.939768903183616,-23.01825730653988,-23.111797394525276,-22.99340516585392,-23.108873130453322,-23.12489711817988,left-hand
-23.379894609036953,-23.36519136970706,-23.37064420485815,-23.385554556970337,-23.15973955101888,-23.295874562406546,-23.6088240072688,-23.409711720786397,-23.266683919229646,-23.164763947628433,-23.183423232145906,-23.321541645272553,-23.55100499495972,-23.260216152526727,-23.100872058575042,-23.121753373797855,-23.262111739457577,-23.30323087481564,-23.161218113042963,-23.10023409700498,-23.255996376335627,-23.124080243209942,right-hand
-23.56021991823385,-23.637405079789495,-23.559173446775056,-23.4007190384105,-23.449542584100033,-23.41580767296069,-23.919886352139198,-23.65227210899446,-23.553392899279054,-23.470682563376172,-23.51372011118799,-23.4924573212027,-23.53957467391596,-23.674197712208706,-23.643888097244435,-23.537347211591612,-23.493564854680564,-23.513121305427276,-23.62845969286298,-23.461303946549023,-23.440446010564322,-23.368184982828282,right-hand
-22.90158582202493,-23.217124561890763,-22.91169988549645,-22.773633123275427,-22.758189925809024,-22.819634505467516,-23.691279350858366,-23.166502402237118,-22.811960490892353,-22.723440470417586,-22.699379926472158,-22.92211758044785,-23.25219631797609,-23.12009166875444,-22.95152512823965,-22.755626132321613,-22.87781794483732,-22.914011613052626,-23.020202753097568,-22.910590213962667,-22.91873966654725,-22.924005122840637,left-hand
-23.227450129788625,-23.35664965138421,-23.286492055231562,-23.116369996987302,-23.223107140250804,-23.250022712988997,-23.695558060991246,-23.53458082672676,-23.349046707465522,-23.201719922556173,-23.309664887936982,-23.443715400718723,-23.52541311728714,-23.619117632602357,-23.580149292681508,-23.48597025121368,-23.521822211436596,-23.609847845174123,-23.692027463884486,-23.690919691234573,-23.684918275767895,-23.665919806263663,right-hand
-22.85219133352268,-23.17151409182546,-22.89892420405074,-22.84344362560731,-22.855416646634037,-22.879183570279867,-23.563461748717927,-23.383802704916466,-23.102999858752003,-22.977329283845375,-22.997400930266952,-23.081863381186267,-23.345331973937903,-23.54100573787794,-23.40034409315498,-23.20254371235869,-23.146290577452767,-23.210797121007662,-23.53758868221569,-23.34043441308114,-23.36954716828724,-23.393884780090655,left-hand
-23.412325878543182,-23.571166399478503,-23.26786874665864,-23.203542679773236,-23.19576805139012,-23.12164673369875,-23.74699938951008,-23.4923414502767,-23.248102716671927,-23.033382444144042,-23.068272660852287,-23.033100272314517,-23.19692264207896,-23.379416693273075,-23.217234841822332,-22.96475958786714,-22.981688330054578,-23.07738729023666,-23.253199835996707,-23.11945525962656,-23.235535654271924,-23.262131789684606,left-hand
-23.312189605837194,-23.412281525698894,-23.229368949194956,-22.967849230272915,-23.165086930515724,-23.171498646912116,-23.845193025375515,-23.591003314031944,-23.293837142453604,-23.11960062901483,-23.265228452029596,-23.35565803479488,-23.499967926929244,-23.674592274622132,-23.558076754661904,-23.28297320131408,-23.34088660390501,-23.470162660415987,-23.766405164073028,-23.563697524877316,-23.574942090658126,-23.531020758858645,right-hand
-23.103908049609114,-23.199985041448183,-22.92552040035135,-22.85431698151473,-22.844985660552428,-22.988530511669946,-23.70691416687341,-23.20926889750962,-22.9787512873513,-22.8170632438796,-22.88177831309009,-22.98918624671657,-23.24604803873858,-23.211655297921215,-23.066096475305898,-22.99909734268723,-23.004797359810098,-22.945849451191116,-23.117444042840805,-23.019354760899922,-23.009832020878832,-22.940029778963726,right-hand
-23.269045492876973,-23.375546366983635,-23.180346056773,-23.02026904167281,-23.288973385815158,-23.428483302098417,-23.967343421704392,-23.61016255687088,-23.445116075660152,-23.272381960451522,-23.41471513491708,-23.51312425509546,-23.792274853560688,-23.617251274987677,-23.573818410096916,-23.545771173908108,-23.53885536933803,-23.538688444824636,-23.565900732654928,-23.566110238526278,-23.630713562606775,-23.44263941431163,right-hand
-23.659753116403373,-23.518822772110052,-23.550458219887293,-23.436195908135137,-23.58672285182644,-23.595752793199082,-23.780853264062507,-23.521068925755905,-23.529560817432877,-23.43763430762992,-23.54769651737429,-23.51404404432636,-23.679370737948318,-23.392464290686334,-23.493376400669636,-23.485402174038388,-23.493928619588907,-23.479016527041008,-23.281345714060418,-23.287987006180945,-23.307388006613415,-23.047264933618152,left-hand
-23.002748821629115,-23.12681029520759,-22.96935865690904,-22.81566774198234,-22.963067904864303,-23.064304023970337,-23.697257028677317,-23.30745688477461,-23.05439716726303,-22.92431033824018,-22.973876028910244,-23.173776588579123,-23.592337698366997,-23.25993132269074,-23.172372762904907,-23.044160421267947,-23.066125863750244,-23.190420003191242,-23.186234452014958,-23.12450938513054,-23.156097275375824,-22.90239393446925,right-hand
-22.99930934133803,-23.12918482338645,-22.899156489542328,-22.763153815177784,-22.964006349451306,-23.17256081977063,-23.643585940376372,-23.270418958889902,-23.055144993859447,-22.796655249416027,-22.994744928498235,-23.155996468201398,-23.589644395664564,-23.18169080076932,-23.07844749116732,-22.92612434094606,-22.934395030440175,-23.05544887841787,-23.08729264793643,-22.89636976974664,-22.897909249782007,-22.874576577341752,right-hand
-22.97420210698669,-22.981288655062293,-22.890385925922796,-22.644444073497628,-22.681585197563752,-22.76418624683513,-23.285357533670858,-22.9595854555539,-22.8457229234346,-22.71640950914381,-22.8505218645971,-22.823578192502602,-23.31621081447264,-22.909521756891174,-22.90901896897085,-22.798545746896032,-22.821747435120162,-22.83910150562392,-22.86658693723982,-22.821568213220306,-22.785082395694612,-22.80532554913919,right-hand
-23.132353751902325,-23.306399338073003,-23.130821362931197,-23.00176466584183,-23.049466485093063,-22.989898530243426,-23.784107269681314,-23.419813565775385,-23.238944784363163,-23.01747252607421,-23.11532974702901,-23.048056099233843,-23.230165304479307,-23.39716292919469,-23.28225062840045,-23.142738997147717,-23.181374778211417,-23.183622200392367,-23.41164438125174,-23.266137203763467,-23.273385307426462,-23.23150662553377,right-hand
-23.035750750709113,-23.052222638592074,-22.88009733253309,-22.90681770970061,-23.034695585275585,-23.138433037316677,-23.46276374052536,-23.208946788503866,-23.009806399632833,-22.957103119199466,-23.0677181014723,-23.286966308376872,-23.518382105420905,-23.361024323991106,-23.19019225155196,-23.121492881312356,-23.200314381699542,-23.317502688604403,-23.429938498751053,-23.262599097986467,-23.302769602957916,-23.234932468090282,right-hand
-22.865945801247847,-22.94706357579273,-22.73329322951548,-22.6245043095843,-22.7958441589302,-23.111393202266818,-23.54957388972421,-23.145171576042507,-22.94955528030322,-22.785904606531062,-22.90170449974637,-23.077493028792706,-23.49421436451385,-23.256840061677487,-23.11792001272204,-23.041903637068856,-23.033135335301814,-23.10659436479864,-23.24902559536328,-23.099353766129394,-23.11840457845557,-23.14623926608424,left-hand
-22.83422172940236,-22.953949351866047,-22.820553125171223,-22.64406634649352,-22.7960411100532,-22.928807173276986,-23.37321692535818,-23.210324611685913,-23.00066429654047,-22.828140847095028,-22.92951711471153,-23.07820406696145,-23.354420855590867,-23.197974797693735,-23.15483118870483,-23.10805370470463,-23.01459205133072,-23.170837607620506,-23.31758988579132,-23.136925839769827,-23.094423455650727,-23.11794594510899,right-hand
-23.354305486546558,-23.532366980185106,-23.399776186413963,-23.207030827579107,-23.265102453231506,-23.191869228015236,-23.948002442058286,-23.62320912743849,-23.42693037495399,-23.187208061693457,-23.323519479426828,-23.326176040973554,-23.441291180954295,-23.59251079833064,-23.471116394565495,-23.310687602683412,-23.390511316626764,-23.432068293120018,-23.424267724204245,-23.301815649344128,-23.33063602981909,-23.227489097817227,right-hand
-23.65562404777068,-23.665194399062724,-23.355171675518545,-23.273284292285283,-23.322725694656665,-23.43975777944044,-24.10653755590736,-23.819196066723347,-23.439323062670173,-23.145327933042932,-23.332587755729353,-23.49616603957594,-23.651426918676908,-23.994427721860482,-23.578780001220938,-23.332641283095295,-23.419549295814658,-23.566268870214525,-23.792615192934463,-23.610005530720056,-23.594058601128474,-23.568722760622542,left-hand
-23.452635245221362,-23.517927281340654,-23.325327262717842,-23.410817722991524,-23.486257206773576,-23.693225498537824,-24.090997715128342,-23.745571056552166,-23.46359977385973,-23.277275363792192,-23.419706378849483,-23.67042177388958,-24.119215115981078,-23.818601263456692,-23.48205178919074,-23.34765596255966,-23.479465697984512,-23.71332575222393,-23.58237893874494,-23.542392173445993,-23.610270676353274,-23.520140466620006,left-hand
-22.86044429479915,-22.90086487754722,-22.712438766922208,-22.623543330920196,-22.671704146301117,-22.701441569075296,-23.42938623399098,-22.95104112952995,-22.699073037619957,-22.667950483726965,-22.64843581290007,-22.674946617174285,-22.969182649954824,-22.976328248947492,-22.837313213516833,-22.72724685065014,-22.78233248612124,-22.7585297412814,-22.986852557658143,-22.8451092694107,-22.85207221655601,-22.979433140412542,left-hand
-22.896219302909593,-23.404968240485033,-23.01462401944785,-22.742515984830696,-22.786204967525514,-22.877981790553257,-23.951523676082797,-23.45538516588494,-22.98116014710381,-22.647180518658253,-22.698862033086293,-22.900875566259227,-23.213916644516008,-23.60753706600911,-23.180129489775272,-22.86081625622083,-22.95447054523219,-23.176195500079878,-23.5621889627891,-23.298000896574546,-23.46021388447226,-23.743274754891896,left-hand
-23.383816073504676,-23.67475047165075,-23.336580612159324,-23.095002021700708,-23.13836152956067,-23.347007925158366,-24.16874354690742,-23.743773596054368,-23.288228984633648,-22.967326145949315,-23.06828619296035,-23.28491011532898,-23.55975282309259,-23.759977632635408,-23.35205335863914,-23.040791043127104,-23.16129957330891,-23.29975004792923,-23.62274198652983,-23.427808098946784,-23.406783841692196,-23.72529382694038,left-hand
-23.107898823663522,-23.139086769826285,-22.927415247018928,-22.887676746809646,-23.127309849744925,-23.35882741082549,-23.58888298138752,-23.119574025255925,-23.130924960488887,-23.088766115266754,-23.26655264143302,-23.449435513281472,-23.70090769032225,-23.433506498023196,-23.287359151844083,-23.261300042918442,-23.369891367991027,-23.48363355085742,-23.373457618008796,-23.438137566910285,-23.54789774276042,-23.639363541336177,left-hand
-22.71196848329098,-22.851543415582437,-22.605142211110245,-22.459740827357443,-22.57330228279718,-22.759643855241194,-23.508418662159418,-22.99013407707707,-22.6831626578016,-22.48462353346746,-22.657558229330096,-22.85310281538933,-23.297046726148896,-23.05635794026385,-22.86489937116256,-22.728894173422777,-22.830412866205283,-22.9728070829788,-23.06608912832976,-22.893966684649207,-22.929013350670942,-23.05121363498504,right-hand
-23.19920656776524,-23.325827380615035,-23.09631742794594,-22.947308640732636,-23.035095244632174,-23.15377531646605,-23.62405334141129,-23.3783150156282,-23.0682940536072,-22.820186290300494,-23.008255144762682,-23.242171502097595,-23.498523369981257,-23.486158070108765,-23.203024740771635,-22.941716129532118,-22.912575055743208,-23.263343642005804,-23.277000467903292,-23.249527250256584,-23.321705984273773,-23.534155675766794,left-hand
-23.358947693890006,-23.56752538846502,-23.526849698251908,-23.102245755674364,-23.39356170174782,-23.28544259051806,-23.801446922115428,-23.682592531247156,-23.588253681770173,-23.590087438627616,-23.506394220765095,-23.44150085102238,-23.521136685715728,-23.599129002153184,-23.664511420752174,-23.632902871115316,-23.523711363687514,-23.48349985832758,-23.512571111638877,-23.534882871416126,-23.449392688163805,-23.4159043005726,left-hand
-22.83541285696353,-23.136666479433647,-23.030103907115766,-22.809853133865335,-22.86737961638578,-22.960306162985482,-23.636103673127632,-23.48867231400385,-23.21116160699408,-23.06204082501706,-23.054857891104245,-23.189921512674243,-23.38876749227362,-23.58466426073306,-23.41184441856652,-23.355300535040367,-23.308958469739576,-23.400143153731303,-23.511112275129598,-23.398170158173507,-23.43863690061416,-23.2688341332574,right-hand
-22.890968009730056,-23.08699454484328,-22.865921744292677,-22.7009627827928,-22.72047464105717,-22.63968108198083,-23.28934207077866,-23.064958238574565,-22.768061767385426,-22.597409309786904,-22.665116928614065,-22.729236085899068,-22.87264382454282,-22.91690701194604,-22.749210364159527,-22.700048721372703,-22.657222152509828,-22.86457969812577,-22.800756310785445,-22.69716955630048,-22.887700169997206,-22.7148088106207,right-hand
-23.502768358121767,-23.564317600616334,-23.427781157319664,-23.252120260617325,-23.128149545256825,-23.1088328219179,-23.594491142416267,-23.33925374966031,-23.180607090122578,-23.0469640125236,-23.07548600584843,-23.15763628047099,-23.245564401357836,-23.13600261465022,-23.09145722064814,-22.98111381897296,-23.109400710680035,-23.167874372091042,-23.139674458120986,-23.12503274969538,-23.199511031876163,-23.19249227152173,left-hand
-22.856068367403815,-22.904136744534117,-22.73979526424843,-22.637737361566277,-22.714426532637496,-22.81585271209103,-23.408154523197414,-22.94255401086679,-22.745614592448373,-22.550411020893424,-22.76476959315193,-23.015038565893057,-23.272227116177394,-23.26249529995101,-22.969998508927343,-22.825251701917406,-22.999100685286994,-23.282618322072256,-23.292432400674805,-23.222518367810363,-23.337616262914878,-23.367933874593675,right-hand
-22.740751999163432,-22.89037534874494,-22.68001582300877,-22.54423721729575,-22.614228188373847,-22.76539634990986,-23.27826730911864,-23.095802635530337,-22.851129801125282,-22.75006750288314,-22.73125649131162,-22.85091264994453,-23.132784974001332,-23.14334674822267,-23.06403855417221,-22.998594130346767,-22.986966847114935,-22.91274205666048,-23.231699578170705,-23.138639050929463,-23.137346884104552,-23.14730066718801,right-hand
-22.718494325271788,-22.87220601611382,-22.600363237852708,-22.509203604942716,-22.52210050458501,-22.64674842434763,-23.24421881548075,-22.830356157674295,-22.687293004324495,-22.62664558225914,-22.61877166457165,-22.736556921881583,-23.057710383663643,-22.819971019962857,-22.7669636374949,-22.75810112279947,-22.786529816094372,-22.85386801065841,-22.894471241746785,-22.880262541530264,-22.933350664181393,-22.97735762960845,right-hand
-22.994014589816622,-23.249283128599306,-22.929194288608688,-22.814014656938014,-22.89918866932836,-23.049642947688408,-23.727802164071196,-23.39768647312605,-23.11004008797221,-22.926187612294928,-23.04486466485028,-23.223020021885812,-23.474737847090907,-23.442083562912853,-23.204692829994553,-23.12500568510552,-23.208577155393723,-23.39874947684591,-23.397454121863007,-23.303466374099436,-23.43495380936609,-23.3993809495397,right-hand
-23.0314388322579,-23.147848813518777,-22.990667114575405,-22.828871272605433,-22.994686596397855,-22.989062602942674,-23.360004784462742,-23.135810449852507,-23.08916492036017,-22.848189057031774,-22.96112696614622,-23.012098953710474,-23.17423844199533,-23.139113043366738,-23.009894903642483,-22.931712374885656,-22.963448982970576,-23.04365469798063,-23.06009059987418,-22.94228019475238,-22.994006275731934,-23.018948366347175,right-hand
-23.25687502542483,-23.203840832714,-23.036162202008445,-22.94550995742613,-23.11850103850774,-23.41058692473613,-23.536513170854608,-23.23143505390691,-23.00593435440556,-22.8260108655562,-23.067610607250504,-23.346275426605757,-23.61619539432186,-23.329037119389454,-23.076117794628637,-22.97430680775227,-23.16077107329827,-23.3927004400654,-23.38680543550357,-23.219098389815294,-23.343915184798323,-23.32183111538275,left-hand
-22.740454014422838,-22.618230489878133,-22.459642725216902,-22.422001163126787,-22.50070244362941,-22.650072412516955,-23.097714082725023,-22.68859630532917,-22.43020016946323,-22.352784024088628,-22.426275143478072,-22.652949376056327,-23.0344274709503,-22.677928876000014,-22.546615857185262,-22.52017877169412,-22.556338742519358,-22.717737045195936,-22.659794027129813,-22.59175286398035,-22.68694923238721,-22.757287012878116,left-hand
-23.447715067037358,-23.374467727700626,-23.321082357168716,-23.392309777890805,-23.30709599063272,-23.242115501082697,-23.702384075830995,-23.506895357124236,-23.38304971449863,-23.408362391626255,-23.431407690350373,-23.480610622858528,-23.40823573631739,-23.572573405532754,-23.51705861969147,-23.44573297148671,-23.46604720290427,-23.501911531434832,-23.43380172980272,-23.475715696680147,-23.510159111471875,-23.378941992338643,left-hand
-23.09825549215344,-23.147165857813857,-22.96959545450882,-23.021578833611525,-23.09256976405939,-23.256202398053397,-23.35677524933551,-23.102323168440922,-22.933297370388043,-22.787257505464265,-22.987017667007688,-23.206402775216656,-23.54690647260362,-23.141884395969743,-22.981816449615486,-22.90054906504499,-23.07527356107325,-23.29124598194887,-23.143224589334988,-23.123287478132706,-23.27596838255651,-23.27406959635114,left-hand
-23.223941770260794,-23.497241781921208,-23.283128115128775,-23.061034317621175,-23.19257293966127,-23.3007216158744,-23.73267574273592,-23.5503099715698,-23.393108741221667,-23.230370401401775,-23.35432416191833,-23.371655653003543,-23.683366933155167,-23.438151249883433,-23.509169742810222,-23.54480973025465,-23.411112218747466,-23.46265716365477,-23.60180033586534,-23.65168669540767,-23.520049012492276,-23.682950863666115,right-hand
-23.095328589829837,-23.244347193654075,-23.003899814921372,-23.03278965833268,-22.945172602313384,-23.014215300616343,-23.591214285506013,-23.20069835156995,-22.95227938676695,-22.82150998273587,-22.804719976884936,-22.924014166834887,-23.248353221718446,-23.189985341555325,-22.968160745665497,-22.81700287595566,-23.002055080137694,-22.992304268475934,-23.090411525703182,-22.948494439412336,-23.01446569768461,-22.92320414943825,right-hand
-23.200394888453836,-23.24556463896005,-23.018285227496694,-22.991528251258046,-23.0156390432637,-23.061903586245112,-23.57743277997534,-23.309595477559114,-23.080407696677742,-22.93991101559915,-23.009123596021162,-23.06592423270231,-23.33796189205487,-23.30705050901651,-23.17898422319937,-23.066670699223117,-23.11268698494193,-23.23343700775206,-23.33979168985569,-23.251324397152555,-23.374213280601108,-23.277440313075566,left-hand
