C3,Cz,C4,true_label
-26.11206922938375,-25.65235138047217,-25.880945637629676,left-hand
-24.929926299246976,-25.46478533741083,-25.60583721098826,right-hand
-25.35766164962375,-25.641634052343274,-25.797099470865867,left-hand
-25.529180726630447,-25.89698507460648,-25.866632924703957,right-hand
-25.71357570497883,-26.236061751953848,-25.451845019844907,left-hand
-25.628059629760706,-25.463103001279762,-26.330605271494502,right-hand
-26.174036220220547,-25.685891067666258,-26.164523530525866,right-hand
-25.539673884859372,-25.760153905788098,-25.344347292724613,right-hand
-25.81259389656645,-25.69649826117637,-26.096403350764447,left-hand
-25.733960706942785,-25.512194365726174,-26.045183040332375,left-hand
-26.041257166113237,-26.11580769623825,-25.890990283813117,right-hand
-25.727075600446895,-25.23722312265688,-25.827808528440055,right-hand
-24.776551514462366,-24.803820142869622,-24.107031930859605,left-hand
-25.75057831179689,-25.175508676850107,-26.083979681899677,left-hand
-25.54915423109525,-25.930708293354737,-26.18328017397084,left-hand
-25.95905800534783,-25.708717642213102,-26.0887500111253,right-hand
-25.40117352787127,-24.993605871492655,-25.712425335694896,left-hand
-25.841062118926587,-25.777994911184965,-25.863216007513092,left-hand
-25.42768691090442,-25.672107588743806,-25.686185078978603,right-hand
-25.221297486322367,-25.825509975123424,-25.701040587005657,left-hand
-25.62149517129637,-25.023778536006777,-25.591785791360365,left-hand
-26.10248498632293,-25.3727127974182,-25.699675617780603,right-hand
-25.9556931024924,-25.376687588866034,-25.771015569271253,left-hand
-25.488923523530186,-25.842984446658612,-25.453641781080897,right-hand
-25.031022177621995,-25.329081766826288,-25.364188601550673,left-hand
-25.328665579620044,-25.52579208182792,-25.774290129142724,right-hand
-25.64825958478689,-25.653059343001498,-25.836286277942456,left-hand
-25.582420280011064,-25.521755104164345,-26.115473831706055,left-hand
-25.72516483289603,-25.206917048443923,-25.913320223443595,left-hand
-25.66219351903085,-25.295705325846214,-25.630209438565593,left-hand
-25.931123097150213,-25.662043660596837,-25.272733898344644,right-hand
-25.6856687406448,-25.317266084360856,-25.42798646951219,right-hand
-25.655153502273713,-25.047856267983853,-25.55632603956886,right-hand
-25.791734788376555,-25.882468769236556,-26.02479719579127,right-hand
-25.648067140238073,-25.665308661131693,-26.235645047969893,left-hand
-26.218550544498317,-25.84113540418111,-25.777822169326303,right-hand
-25.30507419372702,-25.41378144475302,-26.223399688950586,left-hand
-25.682574257449062,-25.67207462581734,-25.791895542099546,right-hand
-25.442613816845057,-25.33677992579053,-25.5884319485226,right-hand
-25.717490834850178,-25.323188744865533,-25.497078987930234,right-hand
-25.540403974440512,-25.544191771594853,-26.210152541958585,left-hand
-25.597260086057375,-25.480447127554477,-25.598288689374208,right-hand
-25.68281527631072,-25.39585005979416,-26.126873916960296,right-hand
-25.68391606677302,-25.78243998838712,-26.01632121376105,left-hand
-25.872700475505223,-26.18183436141904,-26.42467799756775,right-hand
-25.616350992334613,-24.823347479386292,-25.30344875390268,left-hand
-25.11679803502371,-25.454880756925707,-25.95190110393301,left-hand
-25.576585462225246,-25.559097164481052,-25.634274852703204,left-hand
-25.798575208902452,-25.644359477276243,-26.019087962853803,left-hand
-25.994270990519375,-25.744634461450378,-26.144405144537828,right-hand
-25.77846916994015,-25.34199238195951,-25.939707351789814,left-hand
-25.567597791455185,-26.116336761684554,-26.625692460553143,left-hand
-25.456013950626986,-25.471819777034046,-25.916967158421492,right-hand
-25.68526854019835,-25.607328870965443,-26.392229643659807,left-hand
-25.727205318427746,-25.26664203215316,-25.799090647246437,left-hand
-25.109816212515604,-24.930034555205165,-25.19049912491288,left-hand
-24.967123362531897,-25.20428950320671,-25.65608653198792,left-hand
-26.141022267527607,-26.20551383994661,-26.133777623168577,right-hand
-25.65926834916194,-25.287050083108184,-25.637869832563567,right-hand
-25.689063583953295,-25.43277947213764,-26.07327868290906,left-hand
-25.570507327747084,-25.36909577709643,-25.77756236493325,right-hand
-25.220705978544125,-25.49027544619,-25.74987856751686,right-hand
-25.77989816759956,-26.147713990553097,-25.86119834906893,right-hand
-25.888391661773007,-25.701036778416356,-25.727297375092775,right-hand
-25.33986616025107,-25.499659919065863,-25.714230495997814,right-hand
-25.28240008493024,-25.530923466920036,-25.30305007377516,right-hand
-25.656122944410917,-25.527704168897056,-25.394509784505637,right-hand
-25.79207642093227,-26.17392176541146,-25.75832338879093,right-hand
-25.675784384968274,-25.613110144947417,-25.693639891604228,left-hand
-25.702161635004906,-25.787519689060947,-26.093863159898465,right-hand
-25.48929719331633,-24.851581928368223,-25.68829514930775,right-hand
-25.410020317878974,-25.26211990944304,-25.474343979431048,left-hand
-25.101784592895026,-25.084153205421686,-25.568855053581952,left-hand
-25.61063861973701,-25.298125987304743,-25.744054521149174,left-hand
-25.62372319141614,-25.892889474755595,-26.07649204552207,left-hand
-25.74957467315925,-25.82857326624206,-25.36283772873787,right-hand
-25.43234269785432,-25.409889626546224,-25.67919049592095,left-hand
-25.440772687177457,-25.525259594032708,-25.590927589727123,right-hand
-25.954579779599953,-25.733949256644415,-26.30839808026138,left-hand
-25.101270532945154,-25.617056196618485,-25.76137157884544,right-hand
-25.541819691016748,-25.15269668954709,-25.928697714949674,left-hand
-25.281650439223405,-25.62631984117082,-25.85620752420795,left-hand
-25.774324776860198,-25.362856738973644,-25.716099023658543,right-hand
-25.23449833392181,-25.202680944597315,-25.31151806750464,right-hand
-25.66211159363753,-25.819236031547636,-26.282286271231953,right-hand
-25.543837849207875,-25.30525084380349,-25.59040483873041,right-hand
-26.11993858556155,-26.00536581030262,-26.469064439423665,left-hand
-25.80520718587933,-25.228527042420218,-25.712899619470495,left-hand
-25.299406523517206,-25.4839137781092,-25.663964213901043,left-hand
-25.119701457963572,-25.53261249010584,-25.559527156150768,right-hand
-25.94203932817141,-25.42054390996011,-25.9471517875485,right-hand
-25.98141304423086,-25.755091477608893,-26.264401082339166,right-hand
-25.621081165887286,-25.615297613133446,-26.402758067837258,left-hand
-25.91208500805767,-25.424478284212068,-26.07953325304141,right-hand
-25.78160538178921,-25.500193389687087,-25.903874441130437,left-hand
-25.478607140907393,-25.459743531972858,-25.808515260417426,right-hand
-25.217671252677842,-25.26989905198806,-25.467557155467034,left-hand
-26.07735980240998,-25.587591146801607,-25.61463905991575,right-hand
-25.77040528620571,-25.45458737591315,-25.31105614329842,right-hand
-25.42331808822113,-25.33312880363214,-25.383609498905617,right-hand
-24.934105209676257,-25.49301571942134,-25.140275214473558,left-hand
-25.213249555972393,-25.270454438906498,-25.685372835956677,right-hand
-25.736669162151774,-25.31425859021476,-25.560070995262357,right-hand
-25.626184579670134,-25.810447815336293,-26.368528213753937,left-hand
-25.516715351182892,-25.809547832823466,-26.163030371965693,left-hand
-25.51082109169892,-25.228621375536427,-25.571758519621003,right-hand
-25.646309268653305,-25.503373494516218,-25.98534460658576,left-hand
-25.762302096409456,-25.285700236093223,-25.599284575565406,right-hand
-25.716672467057624,-25.69394547258428,-25.89408775248512,left-hand
-25.71088004537257,-25.539899604525935,-25.7689805156542,left-hand
-25.39580770246054,-24.97618037649039,-25.78379192886411,right-hand
-25.316868696362146,-25.586154237132796,-25.72800140891548,left-hand
-25.458519438965105,-25.33093858147577,-25.813216541580953,left-hand
-25.527585102095344,-25.774457417926588,-25.57864169928441,right-hand
-25.182054535653144,-25.632045522692792,-25.59875618850616,right-hand
-25.6335735872238,-25.632524873370905,-26.052863249898586,left-hand
-25.592208336788342,-25.466179457057073,-26.18765779560856,left-hand
-25.839547432629892,-25.646414168664023,-26.025388927648688,right-hand
-25.71295182544445,-25.578309060629834,-25.930347223005903,left-hand
-25.441585977984683,-25.154709637987487,-25.501922327884092,left-hand
-25.456569912423337,-25.2147148967199,-25.482396787273583,left-hand
-26.109829191888686,-25.846610315721662,-26.367895330097713,left-hand
-25.16627323002242,-25.87388878285023,-25.52447924055222,right-hand
-25.665653828219543,-25.63119534566135,-26.021682021515893,right-hand
-25.136070124875854,-24.902882050112083,-25.614427982631522,right-hand
-25.34843016751254,-25.307093477594854,-25.31553950883612,right-hand
-25.30416467929844,-25.071650142322593,-24.925559155575797,right-hand
-25.232030644177886,-24.86558811833802,-25.320325823752135,left-hand
-24.587054119476424,-24.50436870473714,-25.44346123896322,right-hand
-25.197916313613696,-24.906908656596652,-25.65129578080979,left-hand
-24.948426314161598,-25.088408339884573,-25.665184677328128,left-hand
-25.469357634162982,-25.362800182513077,-25.221785494344292,right-hand
-25.113360380607414,-24.812775837347797,-25.625680117741638,left-hand
-25.12832863897653,-24.92636882255888,-25.002632715709776,left-hand
-25.397602407691295,-25.20050853964049,-25.085925692286345,right-hand
-25.343424539822728,-25.04335403820829,-25.376909767640214,left-hand
-24.934527169713867,-25.099522198799693,-25.298899476556034,left-hand
-24.974166718285304,-24.79425694487455,-25.19047237276198,left-hand
-25.40069940345822,-24.968203471072297,-24.9675563328613,right-hand
-24.87023889193218,-24.708016231079775,-25.21814120416144,left-hand
-24.647874843918732,-24.78529706626231,-24.50328002280944,right-hand
-24.846734262043032,-24.37217494703829,-24.36790914151508,right-hand
-25.4808096739306,-25.415002272823415,-25.136673606593874,right-hand
-25.09130131265732,-25.283126835961568,-25.285795805780204,right-hand
-26.025186763755222,-25.05463658935157,-24.80512511300668,right-hand
-24.827745217664713,-24.811169351772847,-24.94923420896112,left-hand
-25.56228580042774,-24.96485595551673,-25.13603597836419,left-hand
-25.519683918490536,-25.175434176230695,-25.313707773580735,left-hand
-24.896977234171242,-25.211963688212002,-25.40017532228289,left-hand
-25.648111642394934,-25.363561345019516,-25.227013572284317,right-hand
-24.92958668322524,-24.62127690852653,-25.028359304440137,right-hand
-25.26120541068596,-25.53250401412195,-25.302821055689755,left-hand
-25.49822813057997,-25.375972157125844,-25.760239044288163,right-hand
-25.258687481894558,-25.232247669249503,-25.58493014657377,right-hand
-25.091019284151393,-24.895468980838334,-25.186545704948067,left-hand
-24.735147994553326,-24.948755462297584,-25.403590194089297,left-hand
-25.37494935615941,-25.284023124199187,-25.675379723479523,right-hand
-25.05484300571926,-25.112265263193947,-25.79198529618167,left-hand
-25.34263044695898,-25.157032789131886,-25.81906643375969,left-hand
-25.43069355609721,-25.183866179416828,-25.393358268961535,right-hand
-25.420250186968765,-24.454405650629738,-25.30564175485705,right-hand
-25.46616362552568,-25.538430762599305,-25.829574674014644,left-hand
-25.164671601931126,-25.289745940456655,-25.353194001969722,right-hand
-25.580632602307524,-25.21011524008204,-25.68754957955932,left-hand
-25.041505772514,-25.50694526567724,-25.63166055206104,left-hand
-25.244721979196658,-24.87930092270391,-25.22051860564474,left-hand
-25.433392677317304,-25.096737122969987,-25.31424879398581,right-hand
-25.095309521894645,-24.954040165203534,-25.604912258396197,left-hand
-25.027886136165947,-25.24515028658195,-25.474137235995784,right-hand
-25.550491148555857,-24.704891899132477,-25.816648665964834,left-hand
-24.669050142305398,-24.98551505680461,-25.31337484561841,left-hand
-25.105530379116797,-25.07411155804181,-25.300598737798538,right-hand
-25.477159857662322,-24.55006921089417,-25.127076512239242,right-hand
-25.261155213275842,-25.11024119965483,-24.653539665953765,right-hand
-25.178987796578596,-24.796207448004438,-25.34485751915094,right-hand
-24.953796697452276,-24.9490764055319,-25.18040937519096,left-hand
-25.490339033536596,-25.107321956557136,-25.96628154542787,right-hand
-24.91564864116728,-25.40580178101898,-25.470380856984512,left-hand
-25.224985165475537,-25.04704680222576,-25.51469532664032,left-hand
-24.798978042914026,-24.521322478130163,-25.38803531010651,left-hand
-25.2859176955368,-24.775466754864777,-25.16876256018788,left-hand
-25.099305611909745,-25.100234350031563,-25.58455908791333,left-hand
-25.575145781319307,-25.47005296198675,-25.157246807820197,left-hand
-25.062054357432437,-25.23389111106873,-25.27434411022427,right-hand
-25.06932468026231,-24.983189705271563,-25.47855024585115,right-hand
-25.06116829371279,-24.828859957929204,-24.937120186445288,left-hand
-25.18526896837506,-24.71710530714743,-25.04330182913469,left-hand
-24.95587564815416,-25.549290758966617,-25.22630090790081,right-hand
-24.49746061487517,-25.07018454294142,-25.397600411594834,right-hand
-25.07373830809526,-25.00877865726883,-25.624632235738808,left-hand
-24.928461810858416,-23.824863172732346,-25.03518213843497,right-hand
-25.319413286519303,-24.97782418832125,-25.49459276491128,left-hand
-24.471489428426388,-24.957067812084667,-24.999015538889136,left-hand
-25.162451471151446,-24.950407902836535,-25.514347871636,left-hand
-24.815616178767034,-25.014721808218187,-25.647772409950225,right-hand
-25.14706587646363,-24.935645018203424,-25.453372403085275,right-hand
-25.49694271318222,-25.229956677770893,-25.196953133498425,right-hand
-25.091335149697073,-24.7365630303027,-25.306329217660245,left-hand
-25.02472315343567,-25.315650896884716,-25.42134433488026,right-hand
-25.337212171796985,-24.69437064084094,-25.133560042842547,right-hand
-25.359220340662343,-24.34788200629989,-24.5429006675794,right-hand
-25.141228095499933,-24.95753513257663,-25.46437509746137,right-hand
-24.733391081434288,-25.32050380675961,-25.62422944112378,right-hand
-24.884182760735193,-25.440351676693403,-24.8709180026217,left-hand
-25.305940351628585,-25.45096904243201,-25.84831221529975,left-hand
-25.253079370489996,-25.135883902589697,-25.402050405700297,left-hand
-24.848568239511533,-24.61607518938894,-25.388474315091536,left-hand
-25.50326042341742,-25.18324508528101,-25.360233785535026,right-hand
-25.507332190458044,-25.156175121247788,-25.69126132219474,left-hand
-25.409950566243406,-25.412579916014433,-25.77135448766752,right-hand
-24.88917929757071,-24.745367398529492,-25.48711841207975,left-hand
-25.27611179924607,-24.732245515679285,-25.881406491575987,left-hand
-25.29139559679845,-24.89912638620899,-25.404329697317557,left-hand
-24.439772705693592,-24.66089745215012,-25.50715640603019,left-hand
-25.33827157721326,-24.805716995819548,-25.524194352842684,right-hand
-25.240354887732583,-25.412858649267115,-25.60285791168002,right-hand
-24.760396851443776,-25.172749843439064,-25.200970137811186,right-hand
-25.25067741218925,-25.5689654802867,-25.37963089349991,right-hand
-24.59203738209853,-25.022145851304213,-25.140231152251555,right-hand
-25.687666436220898,-25.04228667557223,-24.895726158107177,right-hand
-24.91017815955358,-25.23610927786152,-25.70621381121351,left-hand
-25.13402057566418,-25.05081520877941,-25.526274498757648,left-hand
-25.54626861227562,-25.343162241220664,-25.339728405901297,right-hand
-24.904903809394256,-24.83558223597425,-24.822895268379636,right-hand
-24.97982706944578,-25.172087822387038,-25.347923461577658,left-hand
-25.03864217342088,-25.23295338269873,-24.82265094721986,left-hand
-25.508751613175072,-25.137882605890187,-25.23527293511477,right-hand
-24.863784943764458,-25.33612945787483,-25.142148979581478,left-hand
-24.761467840541982,-25.11637834882687,-25.76747979519661,left-hand
-25.22127399990478,-25.136532754773068,-25.537904395435106,right-hand
-25.262389119669724,-24.992484883053223,-25.15667900607693,right-hand
-25.230509039967924,-24.76766346410643,-25.69516794179129,right-hand
-24.909734786865496,-25.244128020359696,-25.709519177398747,left-hand
-24.938196159996878,-24.75141242309153,-25.522599325655985,left-hand
-25.04118702746281,-25.162032882900053,-25.142332312276466,right-hand
-24.386949911918137,-24.415281228677408,-24.915695468574615,left-hand
-24.63316218618163,-24.777970293931112,-24.850897441652677,right-hand
-25.78896837215755,-25.370100137641245,-25.41263265788687,right-hand
-25.171862786117682,-25.212659657626833,-25.05766105856982,left-hand
-24.38289050478773,-24.587446323516517,-25.38187145607344,left-hand
-25.369363080336285,-24.688182399044177,-25.48622829769456,right-hand
-25.08458258303717,-24.8976692866353,-25.340741546887458,right-hand
-24.9326965168788,-24.439832164902462,-25.367285214401022,right-hand
-25.585101237594834,-25.23631456973334,-25.39904981764453,left-hand
-25.230926778434657,-25.1825175124662,-25.20330343567667,right-hand
-25.397225541470174,-25.141348806810512,-25.211661139484836,left-hand
-24.84621699720227,-25.389697647545695,-25.739465638439235,left-hand
-25.53818916792328,-25.11190107966759,-25.216997592683175,right-hand
-24.810399898038085,-25.01214565057589,-25.090260552639464,left-hand
-25.162214166130667,-25.11629445973137,-25.00772034842498,left-hand
-25.245596324706472,-24.85439520370449,-24.948845523051986,left-hand
-25.36381628434242,-25.38876127232937,-25.432669857622294,right-hand
-24.766725324017166,-24.522147853549214,-25.400629824300957,right-hand
-25.42406340837316,-25.613491462697617,-25.808910218430956,left-hand
-25.035424461716097,-24.879564588847117,-25.30475811684175,right-hand
-25.155847908938288,-25.016065526169516,-25.320341573297647,right-hand
-25.817852169873206,-25.494501073905365,-25.73464413404182,left-hand
-24.819253044009624,-24.9748597480004,-25.635991693783595,left-hand
-24.95763675571541,-25.594009545875736,-25.42075455726555,right-hand
-25.19098126337555,-25.123791851275342,-25.33132497738564,right-hand
-25.25795886765082,-25.274619921536253,-25.733423532599353,right-hand
-24.816961807952655,-24.933989530681448,-25.171907695981755,left-hand
-25.316528287974755,-25.75448239548695,-25.444937198552278,left-hand
-25.092036443156513,-24.790125767707845,-25.08805847166698,left-hand
-25.114148267203674,-25.032857710604613,-24.734246333677678,left-hand
-25.1326518480161,-25.211277773947707,-25.51949918605256,left-hand
-25.11283884754223,-25.394277627285256,-25.890645186637983,left-hand
-24.633065737773173,-24.706047160991282,-25.242617099866674,right-hand
-25.15280801186627,-25.25420287123812,-25.392130715936847,right-hand
-24.847117359514144,-25.14672865756382,-25.204993042034086,right-hand
-25.441566172645206,-24.997406395442436,-25.31284114171489,left-hand
-24.401060863936937,-24.40147589272579,-25.27987445355998,right-hand
-25.100009035147714,-24.837742045338015,-25.763930403703647,left-hand
-24.683397587554868,-25.136463543499588,-25.20106960444823,right-hand
-24.983476314911773,-24.686958610122357,-25.339415248883967,left-hand
-25.59636310938829,-25.417026558163997,-25.142375012161104,right-hand
-25.03641560057713,-25.0746831748662,-25.42578998720834,right-hand
-24.299844374793235,-24.459388025580992,-25.560777910073696,left-hand
-24.768878445299013,-25.047132658083978,-25.367390672519512,left-hand
-25.191316908895526,-25.151100333118823,-25.43151428079796,right-hand
-24.834685624065266,-24.726383206469155,-25.542196335783593,right-hand
-24.98514289629619,-25.251685645183603,-25.68712876330213,right-hand
-24.837541166854262,-25.13443904856918,-25.43128553003731,right-hand
-25.174562878677367,-24.544430316616754,-25.478496142771483,left-hand
